,dep,date,month,tx_incid
19734,50,2021-02-15,2021-02,129.415145444281
19762,50,2021-03-15,2021-03,123.504847463361
19938,51,2020-08-15,2020-08,13.302046918979899
19969,51,2020-09-15,2020-09,91.51808280258172
19999,51,2020-10-15,2020-10,157.318874895136
20030,51,2020-11-15,2020-11,179.66631371902199
20060,51,2020-12-15,2020-12,147.209319236711
20091,51,2021-01-15,2021-01,215.138438836301
20122,51,2021-02-15,2021-02,148.27348299022898
20150,51,2021-03-15,2021-03,254.867218967655
20326,52,2020-08-15,2020-08,4.72673559822747
20357,52,2020-09-15,2020-09,46.0856720827179
20387,52,2020-10-15,2020-10,109.30576070900999
20418,52,2020-11-15,2020-11,434.26883308714895
20448,52,2020-12-15,2020-12,277.695716395864
20479,52,2021-01-15,2021-01,241.063515509601
20510,52,2021-02-15,2021-02,153.618906942393
20538,52,2021-03-15,2021-03,184.93353028065
20714,53,2020-08-15,2020-08,22.2684328590375
20745,53,2020-09-15,2020-09,47.1566813485501
20775,53,2020-10-15,2020-10,120.83899595566002
20806,53,2020-11-15,2020-11,260.671655232263
20836,53,2020-12-15,2020-12,123.458811586135
20867,53,2021-01-15,2021-01,172.90783161135
20898,53,2021-02-15,2021-02,93.98588574329081
20926,53,2021-03-15,2021-03,163.083522997069
21102,54,2020-08-15,2020-08,13.554253982075501
21133,54,2020-09-15,2020-09,58.7351005889939
21163,54,2020-10-15,2020-10,159.365168031676
21194,54,2020-11-15,2020-11,225.76732137820701
21224,54,2020-12-15,2020-12,262.185821976511
21255,54,2021-01-15,2021-01,225.630409721823
21286,54,2021-02-15,2021-02,185.51529440113498
21314,54,2021-03-15,2021-03,259.858323817973
21490,55,2020-08-15,2020-08,9.90965696070821
21521,55,2020-09-15,2020-09,33.0321898690274
21551,55,2020-10-15,2020-10,78.7267191878486
21582,55,2020-11-15,2020-11,208.65333267268997
21612,55,2020-12-15,2020-12,301.143464305966
21643,55,2021-01-15,2021-01,264.257518952219
21674,55,2021-02-15,2021-02,142.038416436818
21702,55,2021-03-15,2021-03,241.1349860439
21878,56,2020-08-15,2020-08,6.8822578040833
21909,56,2020-09-15,2020-09,46.455240177562295
21939,56,2020-10-15,2020-10,73.05781361257651
21970,56,2020-11-15,2020-11,122.95418269218
22000,56,2020-12-15,2020-12,46.322889065945304
22031,56,2021-01-15,2021-01,94.63104480614531
22062,56,2021-02-15,2021-02,93.70458702482641
22090,56,2021-03-15,2021-03,135.26283607256
22266,57,2020-08-15,2020-08,13.3221864604109
22297,57,2020-09-15,2020-09,36.9738943067926
22327,57,2020-10-15,2020-10,117.582776150583
22358,57,2020-11-15,2020-11,284.689332403998
22388,57,2020-12-15,2020-12,218.368012851083
22419,57,2021-01-15,2021-01,204.756213641533
22450,57,2021-02-15,2021-02,285.17202031922994
22478,57,2021-03-15,2021-03,295.984229620434
22654,58,2020-08-15,2020-08,4.50910839896591
22685,58,2020-09-15,2020-09,41.583999679352296
22715,58,2020-10-15,2020-10,109.220625663841
22746,58,2020-11-15,2020-11,217.940239283352
22776,58,2020-12-15,2020-12,182.869396180284
22807,58,2021-01-15,2021-01,259.02322691837503
22838,58,2021-02-15,2021-02,167.338022806068
22866,58,2021-03-15,2021-03,249.50399807611402
23042,59,2020-08-15,2020-08,27.8487192679147
23073,59,2020-09-15,2020-09,187.94988621036498
23103,59,2020-10-15,2020-10,472.34672389366
23134,59,2020-11-15,2020-11,324.064846959507
23164,59,2020-12-15,2020-12,118.772277044158
23195,59,2021-01-15,2021-01,175.705719763861
23226,59,2021-02-15,2021-02,248.55271635094502
23254,59,2021-03-15,2021-03,412.09151992979497
23430,60,2020-08-15,2020-08,12.1200809136602
23461,60,2020-09-15,2020-09,64.9636336972186
23491,60,2020-10-15,2020-10,218.04025563674702
23522,60,2020-11-15,2020-11,241.189610181838
23552,60,2020-12-15,2020-12,113.32275654272301
23583,60,2021-01-15,2021-01,231.008742214363
23614,60,2021-02-15,2021-02,233.675160015368
23642,60,2021-03-15,2021-03,404.325899279704
23818,61,2020-08-15,2020-08,10.111844219817
23849,61,2020-09-15,2020-09,41.530788759962896
23879,61,2020-10-15,2020-10,87.0340877491396
23910,61,2020-11-15,2020-11,243.76767315630403
23940,61,2020-12-15,2020-12,194.291863937913
23971,61,2021-01-15,2021-01,207.292806506249
24002,61,2021-02-15,2021-02,98.2293438496513
24030,61,2021-03-15,2021-03,223.18284742310502
24206,62,2020-08-15,2020-08,9.843210731440038
24237,62,2020-09-15,2020-09,106.34797608444
24267,62,2020-10-15,2020-10,225.705510408335
24298,62,2020-11-15,2020-11,340.038188904292
24328,62,2020-12-15,2020-12,140.833630465219
24359,62,2021-01-15,2021-01,175.388118487477
24390,62,2021-02-15,2021-02,269.139538181333
24418,62,2021-03-15,2021-03,451.961689948499
24594,63,2020-08-15,2020-08,6.967163455713071
24625,63,2020-09-15,2020-09,76.032957712347
24655,63,2020-10-15,2020-10,236.58063734399602
24686,63,2020-11-15,2020-11,282.927420332001
24716,63,2020-12-15,2020-12,132.07318550829999
24747,63,2021-01-15,2021-01,192.65721555797901
24778,63,2021-02-15,2021-02,164.940021810251
24806,63,2021-03-15,2021-03,182.66085059978198
24982,64,2020-08-15,2020-08,14.198536526101199
25013,64,2020-09-15,2020-09,88.5578824566103
25043,64,2020-10-15,2020-10,188.533144800189
25074,64,2020-11-15,2020-11,263.62437405678503
25104,64,2020-12-15,2020-12,128.665088726216
25135,64,2021-01-15,2021-01,128.372335395781
25166,64,2021-02-15,2021-02,60.7463160652781
25194,64,2021-03-15,2021-03,57.96515942614489
25370,65,2020-08-15,2020-08,13.666080347735601
25401,65,2020-09-15,2020-09,50.6967496770837
25431,65,2020-10-15,2020-10,186.03502924981998
25462,65,2020-11-15,2020-11,425.411855985964
25492,65,2020-12-15,2020-12,205.872887819114
25523,65,2021-01-15,2021-01,168.401377188226
25554,65,2021-02-15,2021-02,85.52321249873259
25582,65,2021-03-15,2021-03,113.73705579728399
25758,66,2020-08-15,2020-08,7.72442588726514
25789,66,2020-09-15,2020-09,94.3632567849687
25819,66,2020-10-15,2020-10,251.98329853862202
25850,66,2020-11-15,2020-11,133.402922755741
25880,66,2020-12-15,2020-12,46.972860125261
25911,66,2021-01-15,2021-01,213.98747390396701
25942,66,2021-02-15,2021-02,99.79123173277658
25970,66,2021-03-15,2021-03,102.713987473904
26146,67,2020-08-15,2020-08,12.4491549142818
26177,67,2020-09-15,2020-09,61.8043151772857
26207,67,2020-10-15,2020-10,161.57413824918999
26238,67,2020-11-15,2020-11,253.75085974217004
26268,67,2020-12-15,2020-12,130.053937508774
26299,67,2021-01-15,2021-01,199.363062386159
26330,67,2021-02-15,2021-02,157.77758745972798
26358,67,2021-03-15,2021-03,220.553113304085
26534,68,2020-08-15,2020-08,11.6613644582576
26565,68,2020-09-15,2020-09,38.783863816227395
26595,68,2020-10-15,2020-10,112.551821007227
26626,68,2020-11-15,2020-11,261.398001058695
26656,68,2020-12-15,2020-12,174.789440306917
26687,68,2021-01-15,2021-01,178.45818418142503
26718,68,2021-02-15,2021-02,132.860938883968
26746,68,2021-03-15,2021-03,143.343064239705
26922,69,2020-08-15,2020-08,29.1569898686123
26953,69,2020-09-15,2020-09,192.691989716697
26983,69,2020-10-15,2020-10,511.873078077302
27014,69,2020-11-15,2020-11,401.215105559497
27044,69,2020-12-15,2020-12,184.643168016221
27075,69,2021-01-15,2021-01,210.761860951541
27106,69,2021-02-15,2021-02,205.058391269747
27134,69,2021-03-15,2021-03,327.17660660611
27310,70,2020-08-15,2020-08,11.149514996097698
27341,70,2020-09-15,2020-09,18.0107549936962
27371,70,2020-10-15,2020-10,89.19611996878142
27402,70,2020-11-15,2020-11,329.768347384581
27432,70,2020-12-15,2020-12,219.988507423004
27463,70,2021-01-15,2021-01,267.588359906344
27494,70,2021-02-15,2021-02,174.10396493906399
27522,70,2021-03-15,2021-03,171.959827439814
27698,71,2020-08-15,2020-08,6.93653436140074
27729,71,2020-09-15,2020-09,58.4129209381115
27759,71,2020-10-15,2020-10,304.112269634043
27790,71,2020-11-15,2020-11,387.89830310464697
27820,71,2020-12-15,2020-12,196.04836589853699
27851,71,2021-01-15,2021-01,246.064429451795
27882,71,2021-02-15,2021-02,155.34186161979
27910,71,2021-03-15,2021-03,147.3100849908
28086,72,2020-08-15,2020-08,52.835725518405894
28117,72,2020-09-15,2020-09,57.2982023358389
28147,72,2020-10-15,2020-10,117.63088890753201
28178,72,2020-11-15,2020-11,194.74248831277302
28208,72,2020-12-15,2020-12,147.618733120681
28239,72,2021-01-15,2021-01,164.219146881532
28270,72,2021-02-15,2021-02,135.837794322658
28298,72,2021-03-15,2021-03,210.45040671013697
28474,73,2020-08-15,2020-08,8.55396395313353
28505,73,2020-09-15,2020-09,52.017348363649795
28535,73,2020-10-15,2020-10,304.012502658664
28566,73,2020-11-15,2020-11,587.911630616718
28596,73,2020-12-15,2020-12,159.982244745092
28627,73,2021-01-15,2021-01,162.98769153943599
28658,73,2021-02-15,2021-02,133.62678824084298
28686,73,2021-03-15,2021-03,202.28968808086003
28862,74,2020-08-15,2020-08,20.038507734743302
28893,74,2020-09-15,2020-09,45.2677132561971
28923,74,2020-10-15,2020-10,205.817202938176
28954,74,2020-11-15,2020-11,654.390062831586
28984,74,2020-12-15,2020-12,187.71011763569803
29015,74,2021-01-15,2021-01,186.382264713516
29046,74,2021-02-15,2021-02,179.38085839655702
29074,74,2021-03-15,2021-03,271.36485173315
29250,75,2020-08-15,2020-08,74.5715973450277
29281,75,2020-09-15,2020-09,225.20436201950298
29311,75,2020-10-15,2020-10,454.73778680622706
29342,75,2020-11-15,2020-11,165.993955138807
29372,75,2020-12-15,2020-12,124.19289745101999
29403,75,2021-01-15,2021-01,212.77576246199902
29434,75,2021-02-15,2021-02,259.464471661164
29462,75,2021-03-15,2021-03,467.352582611784
29638,76,2020-08-15,2020-08,9.72834598822307
29669,76,2020-09-15,2020-09,108.29819872840099
29699,76,2020-10-15,2020-10,225.038350587078
29730,76,2020-11-15,2020-11,215.310004598854
29760,76,2020-12-15,2020-12,107.574602745806
29791,76,2021-01-15,2021-01,223.349959961022
29822,76,2021-02-15,2021-02,145.040794733508
29850,76,2021-03-15,2021-03,297.55874795383096
30026,77,2020-08-15,2020-08,26.0605630626992
30057,77,2020-09-15,2020-09,100.16809414396
30087,77,2020-10-15,2020-10,271.563711052278
30118,77,2020-11-15,2020-11,240.23484009280702
30148,77,2020-12-15,2020-12,123.418892995047
30179,77,2021-01-15,2021-01,184.180044071152
30210,77,2021-02-15,2021-02,253.01926725564
30238,77,2021-03-15,2021-03,507.021951985344
30414,78,2020-08-15,2020-08,28.5097937699543
30445,78,2020-09-15,2020-09,110.44956424195401
30475,78,2020-10-15,2020-10,281.439295884028
30506,78,2020-11-15,2020-11,198.809215635516
30536,78,2020-12-15,2020-12,111.761152817327
30567,78,2021-01-15,2021-01,152.62749158685
30598,78,2021-02-15,2021-02,216.343083958927
30626,78,2021-03-15,2021-03,398.101648114591
30802,79,2020-08-15,2020-08,4.293838073998931
30833,79,2020-09-15,2020-09,35.9608938697411
30863,79,2020-10-15,2020-10,81.3145585263548
30894,79,2020-11-15,2020-11,191.344159172577
30924,79,2020-12-15,2020-12,115.128533359096
30955,79,2021-01-15,2021-01,264.607771310184
30986,79,2021-02-15,2021-02,129.351871979218
31014,79,2021-03-15,2021-03,175.24226639508097
31190,80,2020-08-15,2020-08,3.6857042064415597
31221,80,2020-09-15,2020-09,57.39167978601849
31251,80,2020-10-15,2020-10,130.579234742501
31282,80,2020-11-15,2020-11,191.130089562612
31312,80,2020-12-15,2020-12,120.926199916106
31343,80,2021-01-15,2021-01,284.50126279246496
31374,80,2021-02-15,2021-02,253.085022175654
31402,80,2021-03-15,2021-03,356.811269128366
31578,81,2020-08-15,2020-08,20.366178737709397
31609,81,2020-09-15,2020-09,92.55010337769208
31639,81,2020-10-15,2020-10,270.689717399935
31670,81,2020-11-15,2020-11,229.69956019365898
31700,81,2020-12-15,2020-12,108.01808722911699
31731,81,2021-01-15,2021-01,257.799730857081
31762,81,2021-02-15,2021-02,176.077216175386
31790,81,2021-03-15,2021-03,184.842407024527
31966,82,2020-08-15,2020-08,9.900311479030382
31997,82,2020-09-15,2020-09,78.06014820004721
32027,82,2020-10-15,2020-10,273.020128094799
32058,82,2020-11-15,2020-11,219.710758592328
32088,82,2020-12-15,2020-12,64.73280582442939
32119,82,2021-01-15,2021-01,116.13826927324101
32150,82,2021-02-15,2021-02,154.977952767899
32178,82,2021-03-15,2021-03,206.00263500597802
32354,83,2020-08-15,2020-08,38.6464972304896
32385,83,2020-09-15,2020-09,81.6698266774442
32415,83,2020-10-15,2020-10,173.95579958205897
32446,83,2020-11-15,2020-11,268.476750639762
32476,83,2020-12-15,2020-12,106.440834540842
32507,83,2021-01-15,2021-01,290.826532170648
32538,83,2021-02-15,2021-02,289.429670824968
32566,83,2021-03-15,2021-03,363.370198056314
32742,84,2020-08-15,2020-08,23.5295375911101
32773,84,2020-09-15,2020-09,78.431791970367
32803,84,2020-10-15,2020-10,236.364900347061
32834,84,2020-11-15,2020-11,366.668627461466
32864,84,2020-12-15,2020-12,179.85835931386399
32895,84,2021-01-15,2021-01,261.85523273742996
32926,84,2021-02-15,2021-02,231.373786312583
32954,84,2021-03-15,2021-03,266.668092699248
33130,85,2020-08-15,2020-08,5.12304830156312
33161,85,2020-09-15,2020-09,23.4196493785742
33191,85,2020-10-15,2020-10,97.19154492108309
33222,85,2020-11-15,2020-11,172.427168549753
33252,85,2020-12-15,2020-12,76.69935171483058
33283,85,2021-01-15,2021-01,142.274369974839
33314,85,2021-02-15,2021-02,111.389707356844
33342,85,2021-03-15,2021-03,153.545076238277
33518,86,2020-08-15,2020-08,8.45911503939204
33549,86,2020-09-15,2020-09,74.074412777379
33579,86,2020-10-15,2020-10,87.7918966250417
33610,86,2020-11-15,2020-11,195.2455200984
33640,86,2020-12-15,2020-12,69.50191816149139
33671,86,2021-01-15,2021-01,120.94248259022699
33702,86,2021-02-15,2021-02,131.687844937563
33730,86,2021-03-15,2021-03,223.137737255314
33906,87,2020-08-15,2020-08,4.0455911148030905
33937,87,2020-09-15,2020-09,55.020039161322
33967,87,2020-10-15,2020-10,177.73630297701598
33998,87,2020-11-15,2020-11,170.72394504469
34028,87,2020-12-15,2020-12,113.546257288807
34059,87,2021-01-15,2021-01,122.176851667053
34090,87,2021-02-15,2021-02,109.500666174004
34118,87,2021-03-15,2021-03,149.686871247714
34294,88,2020-08-15,2020-08,13.0729862038273
34325,88,2020-09-15,2020-09,23.642634623943
34355,88,2020-10-15,2020-10,114.59724076546499
34386,88,2020-11-15,2020-11,284.54606141522004
34416,88,2020-12-15,2020-12,305.407209612817
34447,88,2021-01-15,2021-01,202.770360480641
34478,88,2021-02-15,2021-02,116.544281263907
34506,88,2021-03-15,2021-03,174.39919893190898
34682,89,2020-08-15,2020-08,6.62459047986125
34713,89,2020-09-15,2020-09,52.99672383889
34743,89,2020-10-15,2020-10,158.387936018501
34774,89,2020-11-15,2020-11,383.322894584698
34804,89,2020-12-15,2020-12,267.091443438042
34835,89,2021-01-15,2021-01,173.44382347273103
34866,89,2021-02-15,2021-02,119.24262863750201
34894,89,2021-03-15,2021-03,242.700905762189
35070,90,2020-08-15,2020-08,12.843840308252199
35101,90,2020-09-15,2020-09,60.6514681223019
35131,90,2020-10-15,2020-10,49.9482678654251
35162,90,2020-11-15,2020-11,382.461022512398
35192,90,2020-12-15,2020-12,199.79307146169998
35223,90,2021-01-15,2021-01,311.106354133219
35254,90,2021-02-15,2021-02,111.31328267151899
35282,90,2021-03-15,2021-03,186.23568446965598
35458,91,2020-08-15,2020-08,36.1527693248679
35489,91,2020-09-15,2020-09,106.032964959099
35519,91,2020-10-15,2020-10,313.930336569398
35550,91,2020-11-15,2020-11,221.009382287872
35580,91,2020-12-15,2020-12,99.13589575875721
35611,91,2021-01-15,2021-01,176.671080285675
35642,91,2021-02-15,2021-02,214.567064902937
35670,91,2021-03-15,2021-03,449.901129376134
35846,92,2020-08-15,2020-08,43.7487064387438
35877,92,2020-09-15,2020-09,176.172198874431
35907,92,2020-10-15,2020-10,388.842964452007
35938,92,2020-11-15,2020-11,189.74297325132198
35968,92,2020-12-15,2020-12,108.93799705284901
35999,92,2021-01-15,2021-01,201.144902408162
36030,92,2021-02-15,2021-02,225.435968872733
36058,92,2021-03-15,2021-03,421.80941179678297
36234,93,2020-08-15,2020-08,50.714038088817205
36265,93,2020-09-15,2020-09,159.2073521584
36295,93,2020-10-15,2020-10,365.77574815181197
36326,93,2020-11-15,2020-11,221.297620751202
36356,93,2020-12-15,2020-12,154.596985059417
36387,93,2021-01-15,2021-01,196.150163847657
36418,93,2021-02-15,2021-02,249.917821703333
36446,93,2021-03-15,2021-03,622.938432439261
36622,94,2020-08-15,2020-08,54.4792079320589
36653,94,2020-09-15,2020-09,146.439541947923
36683,94,2020-10-15,2020-10,370.68620331839503
36714,94,2020-11-15,2020-11,227.447137032277
36744,94,2020-12-15,2020-12,157.81901096767402
36775,94,2021-01-15,2021-01,210.662420228144
36806,94,2021-02-15,2021-02,258.242825066979
36834,94,2021-03-15,2021-03,554.6068713501239
37010,95,2020-08-15,2020-08,33.0034589547516
37041,95,2020-09-15,2020-09,140.585122489294
37071,95,2020-10-15,2020-10,381.141887637641
37102,95,2020-11-15,2020-11,235.349908759855
37132,95,2020-12-15,2020-12,133.856261925704
37163,95,2021-01-15,2021-01,207.39309522779598
37194,95,2021-02-15,2021-02,260.743346839118
37222,95,2021-03-15,2021-03,585.170552583642
37398,971,2020-08-15,2020-08,46.434001363833
37429,971,2020-09-15,2020-09,271.970579416736
37459,971,2020-10-15,2020-10,119.93239209401399
37490,971,2020-11-15,2020-11,34.4938295845616
37520,971,2020-12-15,2020-12,13.0015203818732
37551,971,2021-01-15,2021-01,27.3297265169988
37582,971,2021-02-15,2021-02,54.1287787326967
37610,971,2021-03-15,2021-03,94.19468848091829
37786,972,2020-08-15,2020-08,34.5645562775088
37817,972,2020-09-15,2020-09,56.0280307401554
37847,972,2020-10-15,2020-10,153.868024719233
37878,972,2020-11-15,2020-11,105.923640205269
37908,972,2020-12-15,2020-12,17.83977098194
37939,972,2021-01-15,2021-01,20.0697423546825
37970,972,2021-02-15,2021-02,21.4634744626466
37998,972,2021-03-15,2021-03,85.85389785058629
38174,973,2020-08-15,2020-08,106.98645640903901
38205,973,2020-09-15,2020-09,64.67348490321339
38235,973,2020-10-15,2020-10,32.336742451606696
38266,973,2020-11-15,2020-11,54.697255848994295
38296,973,2020-12-15,2020-12,171.659941312253
38327,973,2021-01-15,2021-01,289.654650470775
38358,973,2021-02-15,2021-02,35.43281353739879
38386,973,2021-03-15,2021-03,25.456584483179697
38562,974,2020-08-15,2020-08,23.838345781601202
38593,974,2020-09-15,2020-09,70.4684758226846
38623,974,2020-10-15,2020-10,36.2807994334614
38654,974,2020-11-15,2020-11,69.6544835277031
38684,974,2020-12-15,2020-12,29.885145687178102
38715,974,2021-01-15,2021-01,25.466330371564197
38746,974,2021-02-15,2021-02,78.3758295453621
38774,974,2021-03-15,2021-03,115.47062127380501
38950,976,2020-08-15,2020-08,27.194234822217698
38981,976,2020-09-15,2020-09,39.7178955956074
39011,976,2020-10-15,2020-10,58.3244773160721
39042,976,2020-11-15,2020-11,77.2888779157766
39072,976,2020-12-15,2020-12,49.7368242143192
39103,976,2021-01-15,2021-01,176.04688858593602
39134,976,2021-02-15,2021-02,913.86941757821
39162,976,2021-03-15,2021-03,190.001824876284
